 M_T	HIFFloxFPBS1-C18Neg	HIFFloxFPBS2-C18Neg	HIFFloxFPBS5-C18Neg	HIFFloxFPBS6-C18Neg	HIFFloxFPBS7-C18Neg	HIFFloxFPBS8-C18Neg	HIFmsdFPBS1-C18Neg	HIFmsdFPBS2-C18Neg	HIFmsdFPBS3-C18Neg	HIFmsdFPBS4-C18Neg	HIFmsdFPBS5-C18Neg	HIFmsdFPBS6-C18Neg	HIFFloxMPBS1-C18Neg	HIFFloxMPBS2-C18Neg	HIFFloxMPBS3-C18Neg	HIFFloxMPBS4-C18Neg	HIFFloxMPBS7-C18Neg	HIFFloxMPBS8-C18Neg	HIFmsdMPBS1-C18Neg	HIFmsdMPBS3-C18Neg	HIFmsdMPBS4-C18Neg	HIFmsdMPBS5-C18Neg	HIFmsdMPBS6-C18Neg	HIFmsdMPBS8-C18Neg
110.117355817044_255.059308132933	721.3652687	0	1090.593358	953.7758108	750.2430521	0	0	998.0401299	1034.843928	1112.398599	956.0422958	1080.174105	1180.553534	522.985614	0	0	617.653772	0	1076.291485	1150.370521	1296.700531	916.1722221	0	1080.696762
343.142721545296_271.296576711186	746.0702155	665.8599099	787.1756047	546.7667255	693.264885	820.7047154	644.6302458	6430.760951	6115.81709	3363.333311	5667.505779	5603.345587	0	0	712.7357532	0	601.1273974	557.9919414	5905.753148	5129.207867	22100.70229	0	0	2112.144898
338.861791066989_15.3865559495133	10464.9917	9730.658642	11768.59265	12593.48709	11299.19964	10486.20529	0	11939.82646	11349.68545	0	12003.21214	11070.22344	10608.53445	12811.42358	11827.74855	0	11021.62225	11424.1324	12598.68088	11992.99926	12306.77181	12007.27511	12387.45266	12181.85856
358.844196755013_15.4280685200903	1234.468299	1636.336483	1621.059714	1659.348161	1569.555669	1486.538048	1806.609051	0	1999.00227	0	0	0	0	1794.114444	0	2080.918888	1381.530787	2061.997837	2279.928708	2061.839087	1876.494189	2381.92592	2531.1047	1973.230793
322.944123303352_37.6412702112294	6842.329918	7778.181933	0	0	8412.927919	7698.870434	8524.477211	8245.399772	14557.32192	0	8428.457616	9271.456387	11547.64036	11443.46273	0	10266.94622	0	0	0	11678.95856	10361.26569	9276.895684	0	11676.60295
637.605605437792_67.2772722966234	2994.030895	2314.428271	4118.342979	4617.922472	2440.198844	0	4135.698506	4359.029266	4026.75603	2728.587032	2162.642848	5952.928421	5512.90184	2939.629625	1303.043367	3569.507161	3647.892362	0	6412.088077	4271.582514	3444.758924	3616.39254	0	5027.391279
218.987729084488_281.928526255461	15768.55097	0	13321.22121	16278.49232	0	14381.23986	7077.721603	0	0	0	16723.75199	17285.76732	0	0	7363.02266	0	8130.376261	15949.59132	15200.02308	15535.49059	16286.25181	14609.64426	8253.896189	7009.017411
261.000163763796_42.4507362543483	0	5969.002887	7980.399161	8703.188953	7699.332954	7345.472239	4756.800216	0	6530.000463	8820.062465	10717.13048	8801.02741	8728.920542	0	3851.357786	6553.009146	6187.444661	33270.75792	7849.008994	4645.25707	10717.87647	7695.184317	5819.2131	7051.324188
164.957789813763_40.1692457852726	123258.2781	104364.7468	186504.7041	155507.7553	111784.6106	103127.2292	109385.1739	142975.3696	100856.8995	0	146579.7957	120750.6998	132285.361	103768.0607	0	80149.73401	114567.105	57166.50135	118944.224	142633.0558	79345.12894	91731.37519	80222.47428	123801.1437
378.984376965147_494.966002555885	3380.033977	2826.178612	2911.79129	2939.878149	3314.471454	3241.941774	3200.445001	2353.666346	2411.479788	2820.53721	3597.893368	2845.29296	0	3543.627668	3237.459063	3237.428719	3079.846189	3342.245713	3750.022682	2920.314729	2905.526452	3274.907689	3420.090265	3181.86229
360.074584312921_68.5107384894024	5674.496217	3534.641763	4084.979177	5871.494065	3636.50142	2943.464721	0	4776.14803	0	3763.005537	3200.306296	3016.753299	3805.2112	3046.163856	1165.495609	3945.858816	2741.691082	0	0	0	4742.711675	2994.725626	2574.743187	3465.233843
74.9957816274974_611.446386862325	4853.839755	6501.733482	5839.97454	0	6099.215973	7201.985693	6007.157876	7770.730439	5763.145812	4402.844671	0	5955.942713	6174.375262	0	5883.181721	5094.818689	0	4294.069129	5794.151391	5202.486818	6994.161221	6189.21118	5366.971179	5946.05382
208.984748109606_59.5724830526804	22253.59738	22144.8728	24953.47317	20695.2387	20902.89703	28171.76765	22620.34239	26059.48488	20550.11744	18864.87822	23463.58061	27334.39102	15367.55341	21361.60956	16031.70838	18547.87848	24064.10337	0	21623.67616	21215.95179	18528.14085	17605.13683	24117.69258	20496.94551
244.987429476819_589.672868594218	43862.22222	41400.91721	51173.5585	26095.22171	52536.88829	67826.11362	40123.66636	36477.07361	0	29358.27698	49467.17972	75108.35038	43547.50783	58259.52259	37298.85652	28260.22278	62476.01762	42169.0161	54192.21804	31455.02919	35017.39718	40480.81159	13947.53766	29464.92542
328.048082282202_69.7198382908665	0	0	0	10611.67093	0	0	4586.323807	0	4706.901456	0	16165.05037	8442.811372	2844.698814	0	0	1953.548442	5464.647805	0	8524.770273	2829.327234	0	8203.963903	4897.789223	15285.40448
390.984529984205_495.256239086283	0	9648.416613	11647.37066	11570.68219	13580.07741	10762.62023	10113.85502	13562.60095	14092.86524	9331.00778	10565.24098	13566.53031	12951.72949	14419.21166	10851.35624	13434.62626	13435.2263	13523.96014	0	9987.340123	9434.792976	0	12414.27013	14277.83281
357.10691309989_43.4260418620649	9062.957913	6069.459703	9924.070592	7888.841736	8119.019754	6927.977108	17957.87588	4904.750247	7069.203498	6367.927234	7733.610178	11868.20579	19533.1766	20950.72734	15905.1038	23447.30397	15859.30761	0	10878.75461	5233.906102	9067.287325	10971.93654	6325.458688	7771.340362
286.980484259797_41.327172798512	273373.8145	219169.2621	319587.1475	255008.7081	251850.3743	242420.7875	226653.3447	289467.9892	281658.1029	246053.7773	302856.9549	286547.9033	255402.1355	209649.4752	166185.4204	226324.918	207662.407	17778.82145	312724.3321	259251.1048	249152.2589	240544.7362	232414.9603	262624.3755
229.109969813908_283.275441500111	763.9184189	0	0	0	0	0	779.7470203	0	780.348953	0	0	1682.804038	1193.435856	0	0	0	0	0	0	1207.839663	1200.546095	842.6988664	0	0
214.995309354193_415.905623193455	3597.666841	3180.026588	3495.098416	3698.758707	3054.956172	3812.650986	3492.940566	2802.820957	3578.01752	2325.018333	3509.508428	3025.577619	3697.300458	3819.075135	0	3218.180468	3806.522289	3656.277919	3821.67067	3216.142362	3986.555896	3288.799575	3495.490859	3574.289411
338.991553769875_41.2434473621975	953985.8585	304487.6214	1011970.871	433925.6083	453652.6097	632992.7506	1022459.36	1090424.116	421337.447	483137.3952	441889.7338	1065225.689	1158716.763	233842.9317	324125.9933	1059930.814	1056339	45982.3147	1544289.05	265588.609	592641.675	964238.3268	466348.8078	267303.4272
271.230393861681_535.96356860612	0	0	0	0	0	0	28516.11114	0	0	15073.11597	33324.75326	66789.50198	0	0	0	0	0	0	18540.35106	0	31395.46392	0	0	17113.67946
401.031430076598_163.377221137148	1367.21555	1018.254262	2396.929484	1353.84911	1174.842843	1184.740867	841.4653761	1279.487642	1594.375433	1437.911616	1552.453185	1218.370613	1513.552483	913.9454133	0	1116.989581	761.9551263	0	1450.539282	1102.474168	0	1367.730024	1080.789889	1131.103901
148.953084540295_14.3040854992628	81934.43361	76009.99743	56981.38752	53548.93169	72267.7193	54644.55393	76362.27965	67088.00836	71914.59131	64890.49085	74875.97505	73062.59989	67681.70046	91701.85342	63137.31386	59299.45923	57167.20759	61301.86616	96332.91989	83488.92275	74196.01184	83761.12245	85375.69241	92568.89967
264.894636107434_39.9656417147138	31351.96592	30715.34822	48117.64171	39372.81717	37224.25548	34632.86599	24714.46656	36979.00198	22333.04197	37955.18669	34510.90269	40002.48533	23551.17318	20633.277	19865.40166	20699.8137	25742.25691	0	27812.24578	21994.36925	30261.65597	26777.28177	25917.94097	22464.17753
309.859097156619_16.1642148385045	2876.297967	2869.287032	3302.921297	3683.918679	3608.674278	4624.335197	3517.218525	4420.247381	3593.549725	3280.166802	4247.060614	4079.455511	3198.669303	3325.371441	3310.268819	4015.258989	3993.183826	3461.579284	3603.5922	3756.337536	3686.285524	4064.827597	4244.109636	4286.76004
380.085713410273_70.1669173060531	0	3900.37345	0	3666.143391	0	1313.928306	14383.25411	0	7053.681032	0	4271.799803	1411.423601	4038.986303	7172.434781	4809.891047	8183.426997	3680.826867	14020.77994	3184.061671	8801.105193	2294.945184	2144.652727	2289.542156	3723.797533
341.006855641073_450.739075637442	0	49069.57221	63007.75723	43040.71227	39316.68398	85162.78645	44442.99448	45897.61468	85931.51123	79587.57954	53317.2642	48970.80632	49325.03169	47048.21629	64518.37153	69077.76614	65436.13826	55937.27041	82229.12503	82761.08184	79020.32005	41199.46154	40963.5152	25079.22105
116.04345853866_103.294493559918	2513.458237	0	5490.069761	4153.983418	3431.366939	5606.237062	7434.859061	2450.549423	6337.775915	1592.877292	1951.559672	6199.856647	6744.87186	2585.998291	1599.854103	3798.919817	4353.056203	0	6296.438153	0	4464.461965	6371.730926	5075.172423	2844.334252
626.892610991399_52.1471898262739	0	15905.48899	17010.53685	25574.04078	14270.12611	20979.02886	14950.5885	15419.91781	29152.8449	13083.15668	15754.95556	20416.61162	26951.52759	24331.73663	19912.66757	35248.98999	27275.72168	5139.063402	22524.84461	13159.68086	23329.93801	23982.50279	25165.59626	23104.79444
137.024829712938_291.300715329819	0	3603.791028	4353.232099	48281.23596	0	4979.807339	5411.330292	252874.8131	0	0	55345.53458	4294.630873	50049.35527	0	2885.02797	0	0	70399.02247	3187.718674	6825.887203	4082.471345	0	5696.498161	0
381.031046539523_195.449099314309	11126.31747	10924.14263	11160.56731	11291.05023	10639.8665	11789.50389	12012.62665	12293.68591	10946.59558	11708.82843	12694.79414	10810.10118	0	12618.46053	12065.68918	12658.38284	11479.40316	12476.55538	12427.87854	11577.55174	11691.30561	11021.23606	12413.60413	11087.98178
99.0062166932348_609.867252920792	6753.31251	4921.872732	0	5574.095956	5327.657968	5719.937442	4939.095832	5134.57767	5464.938855	0	5535.318269	5843.742997	4948.517815	5739.584692	6559.222549	5355.619495	0	4748.471097	5551.735429	4514.359105	5341.930006	0	0	5162.329715
596.018457541013_67.2987459380829	1815.930586	0	2155.386231	2566.333164	0	1604.098151	1481.95589	1561.886849	2674.759069	1490.784246	739.2629691	2427.072412	3687.703878	2347.70804	0	2119.600337	2304.645342	0	3311.333165	0	2073.950989	2265.825516	1546.416055	2268.770198
271.19398650499_477.176140974772	0	0	3124.006501	0	2627.114002	2606.388851	2822.52725	3199.935849	3367.75405	2684.848356	3394.88455	2939.169804	3215.102464	2260.345375	0	0	0	0	2917.845729	3775.120471	3323.860315	2825.775319	2400.323135	3222.905259
182.897989076091_16.4683517635419	14557.49947	14982.39099	13668.01709	0	15042.12672	15383.89144	950.3057059	18173.58509	16021.73042	0	14046.41177	12726.50484	0	0	13513.78699	0	0	0	0	13276.05558	18643.3722	0	0	0
355.022808089036_560.358601883449	78830.26547	0	66727.34074	87536.42631	88809.09914	54583.52109	93340.80788	109771.8442	87968.4293	73163.23838	0	167300.4532	76561.55615	0	93444.83223	118750.2641	0	93151.28861	64747.21618	0	89657.19526	0	51595.74354	92097.6798
567.912035650454_49.8197556308309	3991.858919	3338.507388	4084.333566	0	0	0	2106.213875	0	1638.872106	2665.439916	0	0	0	10475.51081	2104.85647	1025.441444	0	0	0	0	0	699.0872036	5810.658818	6890.449746
612.335851103146_498.741617888208	31012.07985	0	34266.95636	0	28033.92231	0	10492.26809	38498.60634	55495.12099	14380.61994	34340.08826	23036.86235	51130.16041	31265.00393	16587.13762	0	0	0	23238.82316	42013.40847	34307.61413	25126.3122	23614.63518	28217.0237
492.465104776082_48.4649691222223	8817.135905	12988.04363	9157.095571	21773.19535	11193.99742	20056.06931	8136.055412	28017.76629	33366.34658	17571.81217	0	18624.48492	12316.15225	4677.649391	6558.624253	19094.27872	37105.14534	2188.414083	60217.12217	15633.14491	24724.88389	14309.33325	5201.592379	2941.265665
341.949262122244_38.3028084407512	0	4103.714398	7632.600022	0	2714.558479	2449.562102	2959.026869	2433.362651	4454.546354	3765.258951	2615.94224	0	4005.551385	0	0	0	2949.743607	0	0	9686.688883	3152.595229	2853.949461	0	4246.329916
365.138410673438_122.273866581359	0	0	1511.005526	1011.184918	0	0	1276.84719	1175.122011	1627.060225	704.755825	711.3808116	999.5164194	1690.069844	1045.366801	0	958.0718617	992.6786952	4135.836815	1462.255369	1944.654694	0	1110.855086	670.7796936	2102.720082
374.972974350833_483.98170463607	2896.942879	0	3014.435334	2854.970724	2826.020966	3099.057703	0	3172.32983	2365.963421	2622.956964	2988.418157	2765.851426	2634.081	2953.64538	2547.44421	2625.461282	0	2887.102161	2851.961836	2746.644745	0	0	2340.160399	2705.673086
160.06222837851_65.4855952650846	22147.30909	16986.40794	32103.00247	26826.67365	18578.22353	22779.28987	38066.86375	27047.48618	27087.13458	24589.5158	21486.30518	38023.23611	40495.09033	30102.45099	20365.61481	35115.68438	32957.82425	46087.38047	40765.12862	21618.76995	29422.7654	33914.10437	19676.2179	34704.35331
310.176949944311_462.467084569208	1628.695276	1399.202363	0	1770.036396	1815.152392	1517.717511	1658.345506	1755.237088	0	0	2145.310128	1683.422114	1961.738704	1765.431711	894.6527365	1425.929952	1107.013743	0	1852.223082	1933.960828	2882.119969	1587.205399	1771.712543	2373.974673
283.988181809259_421.579692195743	1408.997096	1181.3347	1111.31803	1314.592088	1369.328369	1168.517887	1331.500745	1032.214661	1575.821034	1041.197668	0	0	1322.612637	1333.657806	1733.284634	1136.886495	1136.374967	1571.637219	1743.61503	1315.059645	1241.711535	1311.031944	1163.102476	1380.977744
197.058046938873_74.9083449565813	835.6498786	0	1634.740432	0	564.2731974	835.0935673	2288.484724	1445.066574	2647.417526	855.4291247	1377.926446	2008.386614	0	0	0	0	873.2850395	1043.18272	1973.473446	1810.32962	1061.943631	1517.643676	941.2688525	1230.736321
328.00771528021_195.052113399352	3129.240371	2636.033438	2689.98453	2889.213116	2621.348414	3441.779295	4032.905669	3687.311242	0	0	4107.768251	3421.337671	2854.235689	2904.439185	3011.832649	3543.294747	2865.347999	3068.806374	0	3883.940458	3533.299278	3227.706615	3402.923841	3268.128967
298.995900621919_458.0505349293	7083.74593	7801.301598	0	7644.764215	8015.472086	0	7416.686353	8200.059648	7399.79097	0	8444.699369	8045.998552	7238.226185	7678.386203	8271.498146	9024.359126	8247.948246	0	8641.954233	7683.235658	8818.31566	6958.49068	8273.488741	0
369.181478736018_194.903000066296	6058.288114	0	0	0	6991.717351	7026.218944	7255.841898	9274.223857	8011.013685	9215.972127	9469.852739	10206.08046	14046.39611	0	0	0	6594.091617	5376.386331	11582.03294	0	11824.99348	7512.797065	0	9216.412268
313.081380434701_491.989119119039	3503.473569	3845.238148	3761.961948	3474.565497	4126.439549	3490.489238	4357.534099	4106.346608	3735.945353	3696.732438	3889.372309	3682.783002	3429.147399	3691.344157	3821.800533	4062.500489	3767.252683	4082.549634	3816.006563	3522.96761	3897.160853	3868.268248	3674.292209	3898.974023
249.090168781951_163.442033739662	1636.842141	735.8562545	2400.922834	1504.204683	1021.47103	1245.931791	0	1390.673878	1666.619527	1531.175435	1569.761673	1266.161776	1744.72607	825.6393373	497.8373622	862.6071236	815.5303187	368.717229	1555.133507	1149.43023	802.7350965	1273.453166	1130.338175	1055.595365
185.995058092564_64.2842337623053	0	0	0	0	1006.936512	0	863.8364854	0	1831.633738	0	1176.546809	0	1519.250592	0	0	0	0	2720.229069	1805.574182	3322.745336	1065.191808	1367.011217	1143.828732	1675.109084
153.031153311229_566.887251017468	1686422.349	21842628.71	4580971.263	12311508.84	33602118.78	84832.22482	1686445.358	3322720.589	140600.1997	42019.00244	177206.663	0	2309301.207	8147553.599	27938050.28	4325848.71	4262398.085	25127317.71	2272885.921	2312471.381	212336.584	1951349.832	3100698.571	35690.58897
656.8823216836_49.4476492619115	11245.16635	7800.818824	13207.03616	9699.877671	9216.717836	11343.94343	0	11653.71479	0	10151.24832	0	13704.59889	21191.96638	10974.44995	5767.414624	12509.58423	14721.25096	0	11351.47276	7130.509226	9166.480219	0	10019.73831	13198.99152
376.121675396342_120.475134103491	1493.652256	1732.988541	902.7144225	2767.640523	1234.815438	845.1748216	2086.814159	1307.90582	1924.816353	1508.559255	1589.5268	0	1048.165637	1150.129518	958.2582365	1238.03614	1236.677863	1697.514283	2365.341682	1445.480784	1978.241091	2172.049295	663.0150784	1638.72551
388.988793842735_472.800619808943	15052.0435	13555.94195	14521.98067	15253.4884	14820.63764	14364.63131	16607.06226	15699.08569	16374.35058	13832.99001	11157.2298	16014.4929	13862.88759	16496.89654	13404.21035	13802.99378	13936.96812	14997.26014	27226.42491	17308.40418	17002.51318	11792.60933	13643.77514	12591.29205
190.055512083239_169.761534311387	1958.609087	1503.478953	3069.41215	1982.844461	1858.00619	1763.506269	3619.984276	2226.126436	2167.953292	1418.41488	1755.866106	3116.535013	3512.831908	2717.890759	1812.543526	2720.39483	3158.628534	5756.907316	3494.140225	2088.110939	1959.769895	3361.685316	1650.26973	2808.780842
213.015653208763_237.377403330599	6838.417931	5749.206421	6931.14211	7709.00709	6293.942051	6536.032036	7777.4264	4986.016936	6893.908461	6751.414203	8192.334486	0	7132.452975	6831.398569	0	7063.040021	7739.973964	7513.208779	8401.77366	8361.778441	10600.73982	6516.067624	6930.237802	8383.340025
195.024615482738_202.416668915438	0	0	4711.879909	4266.579956	0	2774.064334	3623.529536	0	4443.209642	0	21616.28004	0	3461.855249	12973.83093	0	5009.239959	4293.817549	3741.317632	13788.36385	3937.474785	4420.920624	3873.602458	0	5601.430842
220.148562948155_543.387791698852	0	0	1715.149102	1649.081614	0	0	2429.118946	0	2856.86993	1721.176688	2224.723973	6755.005055	1798.37436	1912.992433	0	1843.527228	0	2019.716225	2238.064903	2003.03782	1874.176701	1959.296175	2286.901491	1918.53764
222.985344541601_49.9333863735301	10379.72028	9420.541642	8837.840518	0	0	0	0	11382.58266	10240.21162	0	0	8631.859294	9937.226194	11034.1325	12093.21385	8373.022289	0	0	0	16422.00556	8013.352036	9690.795395	9718.59173	13055.81631
248.920518413867_38.4184308820354	31258.56437	22857.60892	52114.7913	0	0	36946.04296	25512.85403	35561.39385	21115.16137	27744.27663	34709.19439	28538.36513	27091.44986	21848.44711	16903.07801	15997.87715	36614.07956	0	0	27029.17335	19132.26328	28270.34752	28860.83124	25199.29367
316.074234233083_223.778647841772	0	0	880.5168031	747.7703558	627.4984228	0	0	0	0	723.283055	711.5418799	885.2819081	1015.245251	0	0	0	0	0	0	733.1991937	0	595.1298468	558.5759807	0
224.025169246019_50.0927180651385	10103.61544	8702.011692	12767.53367	13621.79574	8198.817246	16283.47009	2614.452809	21619.0818	12156.37795	16469.86476	13431.68455	12358.2691	29792.78038	9833.023886	6965.690796	6502.461068	14156.38992	10671.46666	31232.58647	7169.880638	10470.10707	8162.567418	7435.678396	10504.29707
322.091257399171_223.72703846059	0	0	0	0	0	602.5597789	0	1061.759634	0	892.5279564	0	765.5677899	1057.360032	0	0	816.8259101	0	0	852.2171425	797.5533551	928.9079465	0	0	912.9194056
98.9489458798217_48.8078162081597	4319.197991	16684.81826	3349.103931	7351.646352	96292.23356	10182.87028	27526.62065	0	0	0	0	0	16994.08166	2616.073029	122743.8038	160433.7616	602024.7158	66858.04651	0	23444.55744	10165.56831	0	0	3851.788834
333.96583610436_59.5585758216759	8870.160707	8767.363077	12658.22052	11736.96977	7231.629389	13032.36912	13374.23489	14301.04192	14381.58669	8580.277159	10402.99447	13662.90745	14871.49086	10133.12044	6252.51114	10038.12542	11779.17699	3184.07814	16223.20549	16542.6229	10649.0561	12841.20451	9113.709094	11739.47059
